intern_id,department,duration_weeks,academic_background,enrollment_date,completion_status,completion_date,dropout_week,dropout_reason,mentor_interaction,weekly_hours,final_project_score,mentor_feedback_score,age,gpa,program_year,program_month,completion_numeric
INT_0874,Data Science,8,Business,3/11/2023,Completed,5/6/2023,,,Low,32.9,84.4,9.1,28,3.31,2023,3,1
INT_0875,Design,24,Engineering,12/25/2023,Completed,6/10/2024,,,Medium,26.5,100,9.8,21,3.1,2023,12,1
INT_0876,Marketing,8,Business,1/26/2023,Completed,3/23/2023,,,High,40.5,69.3,4,18,3.43,2023,1,1
INT_0877,Data Science,8,Engineering,5/18/2023,Completed,7/13/2023,,,Low,26.8,91,7.5,25,2.57,2023,5,1
INT_0878,Research,8,Business,2/16/2023,Dropped Out,,4,Personal,Low,25.9,55.6,7,23,2.06,2023,2,0
INT_0879,Design,16,Arts,7/10/2023,Completed,10/30/2023,,,Medium,32.1,82.4,8.3,30,3.37,2023,7,1
INT_0880,Engineering,16,Computer Science,3/16/2023,Completed,7/6/2023,,,Low,35.2,90.6,10,30,3.01,2023,3,1
INT_0881,Design,8,Science,8/29/2023,Dropped Out,,7,Job Offer,Low,40.9,99.2,3.6,24,3.07,2023,8,0
INT_0882,Engineering,8,Other,5/8/2023,Dropped Out,,4,Personal,Medium,25,82.7,3.3,29,3.41,2023,5,0
INT_0883,Engineering,12,Arts,2/18/2023,Completed,5/13/2023,,,High,35.8,100,10,21,2.96,2023,2,1
INT_0884,Design,24,Other,6/9/2023,Completed,11/24/2023,,,High,27.2,73.2,10,20,3.06,2023,6,1
INT_0885,Research,8,Other,10/9/2023,Completed,12/4/2023,,,High,36.8,98.7,10,22,2.98,2023,10,1
INT_0886,Design,16,Business,7/4/2023,Completed,10/24/2023,,,High,35.1,69.6,8.7,28,4.08,2023,7,1
INT_0887,Data Science,8,Business,11/21/2023,Completed,1/16/2024,,,Medium,35.4,89.7,10,18,3.28,2023,11,1
INT_0888,Data Science,16,Science,3/3/2023,Completed,6/23/2023,,,Low,30.8,99.2,8.4,21,2.84,2023,3,1
INT_0889,Engineering,8,Science,12/20/2023,Completed,2/14/2024,,,Medium,33.1,90.5,7.4,27,2.7,2023,12,1
INT_0890,Data Science,16,Computer Science,5/8/2023,Dropped Out,,2,Health,Low,24.5,72.4,6.6,23,2.4,2023,5,0
INT_0891,Research,8,Computer Science,7/2/2023,Completed,8/27/2023,,,High,39.7,76,6.1,29,2.71,2023,7,1
INT_0892,Business,8,Business,9/7/2023,Completed,11/2/2023,,,Low,24.9,84,7.6,26,2.81,2023,9,1
INT_0893,Research,16,Arts,4/9/2023,Dropped Out,,7,Job Offer,Low,14.4,33.1,6.6,29,3.22,2023,4,0
INT_0894,Data Science,16,Computer Science,9/6/2023,Completed,12/27/2023,,,Medium,40.8,94.7,7.3,26,3.28,2023,9,1
INT_0895,Marketing,24,Business,10/18/2023,Dropped Out,,12,Job Offer,Low,26.2,55.1,4.4,29,3.47,2023,10,0
INT_0896,Design,16,Science,10/11/2023,Dropped Out,,9,Personal,Low,13.1,61.9,8.4,25,2.59,2023,10,0
INT_0897,Marketing,16,Science,7/7/2023,Completed,10/27/2023,,,Medium,33.1,78.2,7.4,30,2.93,2023,7,1
INT_0898,Research,24,Other,4/5/2023,Completed,9/20/2023,,,High,30.1,92,6.5,27,2.56,2023,4,1
INT_0899,Marketing,12,Engineering,2/2/2023,Dropped Out,,9,Performance,Medium,15.9,51.6,9.1,21,3.21,2023,2,0
INT_0900,Business,24,Science,3/20/2023,Dropped Out,,11,Performance,Medium,21.7,80.1,3.7,28,3.65,2023,3,0
INT_0901,Marketing,8,Computer Science,9/25/2023,Completed,11/20/2023,,,Medium,26.4,75.8,10,18,3.5,2023,9,1
INT_0902,Data Science,12,Computer Science,4/14/2023,Completed,7/7/2023,,,Low,32,94,10,21,3.04,2023,4,1
INT_0903,Engineering,8,Science,11/25/2023,Completed,1/20/2024,,,High,40.4,100,9.1,28,3.82,2023,11,1
INT_0904,Design,16,Computer Science,7/7/2023,Completed,10/27/2023,,,Low,24.7,81.8,9.9,29,3.28,2023,7,1
INT_0905,Engineering,8,Business,12/2/2023,Completed,1/27/2024,,,Medium,36.6,100,5.6,19,3.17,2023,12,1
INT_0906,Design,8,Engineering,10/13/2023,Completed,12/8/2023,,,Medium,24.8,85.5,8.1,24,2.53,2023,10,1
INT_0907,Marketing,8,Science,5/17/2023,Completed,7/12/2023,,,Medium,32,88.2,9.5,29,3.43,2023,5,1
INT_0908,Engineering,16,Computer Science,4/21/2023,Completed,8/11/2023,,,High,36.5,76.8,8.9,19,3.68,2023,4,1
INT_0909,Engineering,12,Science,7/17/2023,Completed,10/9/2023,,,Low,43.6,60.1,8.6,26,3.07,2023,7,1
INT_0910,Research,12,Science,11/17/2023,Completed,2/9/2024,,,High,26.3,79.5,6.9,26,3.25,2023,11,1
INT_0911,Research,24,Other,2/24/2023,Completed,8/11/2023,,,High,32.5,89.4,8.6,27,3.62,2023,2,1
INT_0912,Marketing,24,Other,12/7/2023,Completed,5/23/2024,,,Medium,36.5,77.2,8.7,19,3.27,2023,12,1
INT_0913,Data Science,12,Science,7/25/2023,Completed,10/17/2023,,,Medium,33,78.8,9.4,28,3.14,2023,7,1
INT_0914,Data Science,24,Engineering,6/11/2023,Completed,11/26/2023,,,Medium,37.6,93.2,9,23,2.99,2023,6,1
INT_0915,Marketing,24,Other,8/9/2023,Completed,1/24/2024,,,High,28,97.2,9,23,3.13,2023,8,1
INT_0916,Business,12,Science,10/7/2023,Completed,12/30/2023,,,Low,40.4,94.4,9.2,30,3.63,2023,10,1
INT_0917,Business,16,Engineering,8/20/2023,Completed,12/10/2023,,,Medium,36.8,76.3,7.7,24,3.17,2023,8,1
INT_0918,Engineering,8,Engineering,11/2/2023,Completed,12/28/2023,,,Low,37.7,93.8,7.5,20,3.18,2023,11,1
INT_0919,Marketing,8,Engineering,4/24/2023,Completed,6/19/2023,,,Low,38.9,84.4,6.4,23,3.62,2023,4,1
INT_0920,Engineering,16,Science,9/19/2023,Completed,1/9/2024,,,High,33.2,62.8,10,27,2.77,2023,9,1
INT_0921,Data Science,8,Computer Science,8/24/2023,Dropped Out,,2,Job Offer,Low,17.1,78.8,4.5,23,3.05,2023,8,0
INT_0922,Business,12,Business,5/12/2023,Completed,8/4/2023,,,High,35.5,80.2,5.8,19,2.31,2023,5,1
INT_0923,Business,24,Science,4/22/2023,Completed,10/7/2023,,,Medium,40,90.3,7.8,29,2.59,2023,4,1
INT_0924,Marketing,24,Business,9/7/2023,Dropped Out,,23,Health,High,22.3,72.5,3.3,19,3.29,2023,9,0
INT_0925,Business,16,Computer Science,10/23/2023,Completed,2/12/2024,,,Low,33.9,96.8,9.4,30,2.39,2023,10,1
INT_0926,Engineering,16,Engineering,8/11/2023,Completed,12/1/2023,,,Medium,37.4,100,7.8,19,3,2023,8,1
INT_0927,Data Science,8,Other,11/20/2023,Completed,1/15/2024,,,Low,35.6,78.7,8.6,22,2.96,2023,11,1
INT_0928,Business,8,Engineering,10/4/2023,Dropped Out,,3,Health,Medium,15.7,45,2.9,29,3.46,2023,10,0
INT_0929,Data Science,12,Computer Science,12/11/2023,Completed,3/4/2024,,,Medium,38.7,99,10,24,3.41,2023,12,1
INT_0930,Design,8,Business,8/10/2023,Dropped Out,,4,Personal,Low,20.4,47.7,7.7,20,3.37,2023,8,0
INT_0931,Marketing,8,Arts,10/20/2023,Dropped Out,,5,Performance,Medium,15.8,72,9.7,22,3.7,2023,10,0
INT_0932,Engineering,24,Science,8/11/2023,Completed,1/26/2024,,,High,39.2,90.1,7.8,20,3.5,2023,8,1
INT_0933,Data Science,24,Science,4/12/2023,Completed,9/27/2023,,,Medium,36,84.2,8.6,28,3.02,2023,4,1
INT_0934,Business,12,Science,11/12/2023,Completed,2/4/2024,,,High,30.8,90.5,8.4,26,2.56,2023,11,1
INT_0935,Data Science,12,Computer Science,5/17/2023,Dropped Out,,6,Health,Medium,21.3,59.4,6,19,3.85,2023,5,0
INT_0936,Engineering,24,Arts,7/7/2023,Dropped Out,,11,Job Offer,Medium,28.2,50.6,4.8,27,3.02,2023,7,0
INT_0937,Research,8,Engineering,3/28/2023,Completed,5/23/2023,,,High,42.3,90.4,7.7,27,2.46,2023,3,1
INT_0938,Design,12,Arts,1/23/2023,Completed,4/17/2023,,,High,30.2,71.5,6.1,21,3.37,2023,1,1
INT_0939,Data Science,16,Business,2/13/2023,Dropped Out,,1,Personal,Low,29,60.6,6.6,27,2.9,2023,2,0
INT_0940,Data Science,16,Computer Science,6/25/2023,Dropped Out,,2,Job Offer,Medium,30.3,64,3.6,25,3.62,2023,6,0
INT_0941,Design,8,Engineering,4/18/2023,Completed,6/13/2023,,,Medium,32.1,82.2,10,21,3.06,2023,4,1
INT_0942,Data Science,16,Science,9/5/2023,Completed,12/26/2023,,,Medium,36.7,76,7.8,20,3.63,2023,9,1
INT_0943,Research,8,Arts,10/26/2023,Completed,12/21/2023,,,High,44.9,89.2,10,26,3.79,2023,10,1
INT_0944,Engineering,16,Business,1/31/2023,Completed,5/23/2023,,,Medium,34.7,79.5,8.8,30,3.58,2023,1,1
INT_0945,Research,16,Computer Science,8/27/2023,Completed,12/17/2023,,,High,40.5,97,6.9,18,3.52,2023,8,1
INT_0946,Engineering,24,Other,5/19/2023,Completed,11/3/2023,,,High,36.1,82,8.2,28,3.51,2023,5,1
INT_0947,Marketing,8,Computer Science,5/30/2023,Completed,7/25/2023,,,High,26.4,65.7,10,28,2.89,2023,5,1
INT_0948,Design,12,Arts,9/18/2023,Dropped Out,,2,Job Offer,High,28,73.8,5.8,25,3.18,2023,9,0
INT_0949,Business,8,Business,4/12/2023,Completed,6/7/2023,,,Medium,36.2,92.2,7.1,25,3.55,2023,4,1
INT_0950,Business,8,Computer Science,5/7/2023,Completed,7/2/2023,,,High,34.6,82,7,22,3.34,2023,5,1
INT_0951,Marketing,24,Arts,3/22/2023,Dropped Out,,22,Job Offer,Low,30.6,46.8,9.3,23,2.56,2023,3,0
INT_0952,Research,16,Business,9/14/2023,Completed,1/4/2024,,,Medium,39,79.3,9.8,18,2.71,2023,9,1
INT_0953,Research,16,Arts,1/16/2023,Dropped Out,,5,Personal,High,25,77.9,5.2,20,3.33,2023,1,0
INT_0954,Marketing,24,Other,3/12/2023,Dropped Out,,13,Health,Low,20.2,60.5,7.6,28,2.97,2023,3,0
INT_0955,Business,12,Arts,5/4/2023,Completed,7/27/2023,,,Medium,33.7,78.4,8.5,24,3.24,2023,5,1
INT_0956,Marketing,16,Arts,10/5/2023,Completed,1/25/2024,,,Low,32.2,93.3,8.8,28,2.81,2023,10,1
INT_0957,Data Science,12,Business,6/8/2023,Dropped Out,,9,Personal,Medium,34.8,64.8,9.6,24,3.02,2023,6,0
INT_0958,Data Science,12,Engineering,2/4/2023,Completed,4/29/2023,,,Medium,32.7,74.2,7.6,29,3.28,2023,2,1
INT_0959,Engineering,12,Engineering,3/16/2023,Completed,6/8/2023,,,High,35.7,85.1,10,30,3.16,2023,3,1
INT_0960,Marketing,24,Arts,6/5/2023,Completed,11/20/2023,,,Medium,37.1,98.1,8.2,28,3.57,2023,6,1
INT_0961,Research,16,Business,4/7/2023,Dropped Out,,3,Academic,Low,15.7,92.5,4.5,30,2.93,2023,4,0
INT_0962,Business,16,Science,10/18/2023,Dropped Out,,10,Personal,Medium,25.5,34.7,8.9,21,3,2023,10,0
INT_0963,Research,8,Engineering,2/10/2023,Completed,4/7/2023,,,High,29.1,100,8.1,25,3.2,2023,2,1
INT_0964,Data Science,24,Other,11/29/2023,Completed,5/15/2024,,,Low,32.7,100,7.2,24,3.51,2023,11,1
INT_0965,Design,24,Business,3/25/2023,Dropped Out,,2,Performance,Low,14.2,71.2,7.3,30,2.67,2023,3,0
INT_0966,Engineering,16,Arts,4/24/2023,Completed,8/14/2023,,,High,27.3,79.6,9.1,21,3.54,2023,4,1
INT_0967,Data Science,8,Business,8/13/2023,Completed,10/8/2023,,,High,27.8,84.4,6.3,25,3.73,2023,8,1
INT_0968,Research,16,Arts,5/7/2023,Dropped Out,,13,Academic,Medium,10,22.5,7.6,27,3.25,2023,5,0
INT_0969,Research,24,Other,6/10/2023,Dropped Out,,19,Health,Medium,39,59.1,5.5,26,4.26,2023,6,0
INT_0970,Business,8,Science,2/25/2023,Completed,4/22/2023,,,Medium,26.9,82.7,8.1,18,3.45,2023,2,1
INT_0971,Data Science,24,Other,1/21/2023,Dropped Out,,17,Academic,Medium,42.7,73.4,3.9,21,3.25,2023,1,0
INT_0972,Marketing,24,Arts,6/5/2023,Completed,11/20/2023,,,Medium,36.2,77,10,22,3.09,2023,6,1
INT_0973,Design,12,Arts,5/31/2023,Completed,8/23/2023,,,Medium,33.4,73.4,8.8,18,3.36,2023,5,1
INT_0974,Research,12,Arts,11/27/2023,Completed,2/19/2024,,,Medium,30.7,85.4,9.5,29,2.55,2023,11,1
INT_0975,Business,8,Business,10/27/2023,Completed,12/22/2023,,,High,28.7,92.3,9.9,29,3.49,2023,10,1
INT_0976,Business,12,Arts,7/31/2023,Dropped Out,,1,Personal,Low,31.9,68.8,5.5,25,2.97,2023,7,0
INT_0977,Business,12,Arts,2/16/2023,Completed,5/11/2023,,,Low,39.5,96.3,7.5,29,2.9,2023,2,1
INT_0978,Research,12,Other,3/5/2023,Completed,5/28/2023,,,Low,27.8,80.2,8.4,29,3.3,2023,3,1
INT_0979,Design,16,Computer Science,9/26/2023,Completed,1/16/2024,,,Medium,33.5,87.7,9.2,29,3,2023,9,1
INT_0980,Business,12,Arts,10/9/2023,Dropped Out,,3,Job Offer,Low,26,58,4,27,2.62,2023,10,0
INT_0981,Research,12,Business,3/16/2023,Dropped Out,,1,Performance,Low,21.8,83.6,5.8,22,3.44,2023,3,0
INT_0982,Marketing,24,Engineering,11/17/2023,Dropped Out,,5,Personal,Low,32.6,64.4,4.8,18,3.44,2023,11,0
INT_0983,Business,16,Computer Science,8/23/2023,Dropped Out,,8,Health,Medium,21.3,76.5,6.3,30,2.73,2023,8,0
INT_0984,Engineering,24,Business,4/22/2023,Completed,10/7/2023,,,High,38.6,86.1,10,25,3.41,2023,4,1
INT_0985,Design,24,Arts,2/10/2023,Completed,7/28/2023,,,Medium,24.8,100,7.3,18,3.2,2023,2,1
INT_0986,Data Science,16,Science,11/18/2023,Completed,3/9/2024,,,Medium,43,85.2,6.7,21,3.18,2023,11,1
INT_0987,Engineering,12,Business,1/29/2023,Completed,4/23/2023,,,High,35.7,83.8,6.9,18,3.34,2023,1,1
INT_0988,Data Science,8,Other,10/23/2023,Dropped Out,,3,Job Offer,High,18.7,65.5,3.3,19,3.48,2023,10,0
INT_0989,Engineering,8,Arts,4/2/2023,Dropped Out,,3,Health,Low,10,66.9,4.9,28,3.35,2023,4,0
INT_0990,Research,12,Arts,10/24/2023,Completed,1/16/2024,,,Medium,30.7,86,10,18,3.1,2023,10,1
INT_0991,Engineering,16,Engineering,7/8/2023,Completed,10/28/2023,,,High,37.9,81.3,9.1,19,2.94,2023,7,1
INT_0992,Design,8,Engineering,8/30/2023,Completed,10/25/2023,,,Low,27.5,97.8,7.5,29,3.49,2023,8,1
INT_0993,Marketing,16,Science,7/31/2023,Completed,11/20/2023,,,Medium,38.9,75.3,8.9,29,3.61,2023,7,1
INT_0994,Data Science,8,Computer Science,10/20/2023,Completed,12/15/2023,,,Medium,29.1,82.5,10,28,3.52,2023,10,1
INT_0995,Business,8,Arts,12/19/2023,Completed,2/13/2024,,,Medium,41.8,85.3,8.5,30,3.5,2023,12,1
INT_0996,Research,16,Arts,11/8/2023,Dropped Out,,5,Health,High,10,76.7,6,27,3.68,2023,11,0
INT_0997,Business,16,Business,11/11/2023,Completed,3/2/2024,,,Medium,41,84.7,8,26,3.67,2023,11,1
INT_0998,Research,24,Arts,4/3/2023,Completed,9/18/2023,,,High,48.8,81.9,9.6,21,2.94,2023,4,1
INT_0999,Research,16,Business,1/1/2023,Completed,4/23/2023,,,Low,31.3,81.9,7.2,25,2.99,2023,1,1
INT_1000,Research,8,Other,4/17/2023,Completed,6/12/2023,,,High,37.4,65.5,5.4,24,3.5,2023,4,1
