university,gpa,country,timezone,submission_duration_min,position_applied,years_experience,technical_skills_count,soft_skills_count,resume_file_size_kb,device_type,referral_source,is_fraudulent,email_username_length,has_suspicious_domain,name_length_ratio,suspicious_ip,submission_speed,application_hour,is_night_hour,application_dayofweek,application_month
Online University,2.84,USA,EST,22,Research Assistant,1,2,3,94,Mobile iOS,University,False,14,0,0.5,0,11.0,11,0,1,1
International University,3.3,Australia,CET,102,Business Analyst Intern,3,3,3,75,Mobile iOS,Company Website,False,15,0,0.55,0,34.0,16,0,5,1
Community College,3.22,Brazil,EST,60,Research Assistant,1,5,4,170,Windows Chrome,Company Website,False,14,0,0.5,0,12.0,16,0,3,2
Online University,3.39,Brazil,CST,88,Marketing Intern,3,2,3,165,Windows Firefox,University,False,13,0,0.5,0,44.0,14,0,2,2
International University,3.37,India,PST,86,Software Developer Intern,0,2,4,473,Mobile iOS,University,False,14,0,0.55,0,43.0,17,0,5,5
Online University,3.37,Brazil,CST,118,Business Analyst Intern,1,4,2,109,Windows Firefox,Company Website,False,14,0,0.5,0,29.5,10,0,1,3
Tech Institute,3.37,USA,CET,82,Software Developer Intern,1,2,4,131,Windows Firefox,Job Portal,False,15,0,0.55,0,41.0,13,0,3,6
Community College,3.51,Germany,CET,70,Data Science Intern,1,4,3,341,Windows Firefox,University,False,15,0,0.55,0,17.5,10,0,5,2
Online Degree Mill,3.34,India,,6,Software Developer Intern,9,6,5,23,Unknown Browser,,True,7,0,0.45,0,1.0,0,1,3,1
Tech Institute,3.87,Brazil,GMT,29,Marketing Intern,1,3,2,118,Windows Chrome,LinkedIn,False,13,0,0.45,0,9.666666666666666,15,0,0,4
State University,3.5,Canada,CET,96,Software Developer Intern,1,3,3,53,Mac Safari,University,False,13,0,0.45,0,32.0,14,0,6,3
Liberal Arts College,3.52,Germany,CET,106,Research Assistant,0,2,3,237,Windows Firefox,University,False,15,0,0.55,0,53.0,17,0,0,1
Liberal Arts College,3.72,Australia,CET,104,Research Assistant,1,5,3,437,Mac Safari,Job Portal,False,14,0,0.5,0,20.8,13,0,2,4
Online University,3.97,China,UTC,4,Business Analyst Intern,8,10,7,72,Unknown Browser,,True,10,1,0.45,0,0.4,4,1,3,5
Online University,3.67,Canada,GMT,101,Business Analyst Intern,0,5,2,483,Mac Safari,LinkedIn,False,15,0,0.55,0,20.2,11,0,6,3
International University,3.43,India,GMT,49,Data Science Intern,2,5,2,67,Windows Chrome,University,False,14,0,0.5,0,9.8,13,0,6,1
International University,3.83,Australia,CET,20,Marketing Intern,0,2,4,466,Mobile iOS,Job Portal,False,13,0,0.45,0,10.0,9,0,5,5
State University,3.62,Australia,UTC,2,Software Developer Intern,7,8,6,21,Automated Script,Direct,True,6,1,0.7,1,0.25,0,1,2,1
Online University,3.99,Canada,UTC,7,Marketing Intern,6,7,8,37,Unknown Browser,,True,10,1,0.45,0,1.0,13,0,6,2
Liberal Arts College,3.61,Germany,CET,86,Software Developer Intern,2,2,4,459,Windows Firefox,University,False,16,0,0.6,0,43.0,17,0,6,4
Tech Institute,3.72,Unknown,UTC,7,Research Assistant,7,9,5,49,Automated Script,Direct,True,14,0,0.6,1,0.7777777777777778,4,1,2,1
International University,3.36,UK,CST,53,Data Science Intern,2,2,4,281,Windows Chrome,LinkedIn,False,13,0,0.45,0,26.5,9,0,2,1
Community College,3.2,Brazil,CET,37,Software Developer Intern,2,5,3,218,Mobile iOS,University,False,14,0,0.5,0,7.4,11,0,3,1
Liberal Arts College,4.08,USA,CET,54,Business Analyst Intern,1,4,3,460,Mac Safari,LinkedIn,False,14,0,0.5,0,13.5,17,0,2,1
Community College,3.6,China,CST,40,Marketing Intern,1,3,2,486,Mac Safari,Company Website,False,14,0,0.5,0,13.333333333333334,10,0,5,3
State University,3.22,Brazil,CST,110,Research Assistant,0,3,4,461,Windows Chrome,Job Portal,False,14,0,0.55,0,36.66666666666666,9,0,6,2
Tech Institute,3.09,UK,PST,71,Business Analyst Intern,1,3,4,479,Mac Safari,University,False,13,0,0.45,0,23.666666666666668,10,0,1,1
Community College,2.96,USA,EST,64,Business Analyst Intern,0,3,3,72,Windows Firefox,Job Portal,False,13,0,0.45,0,21.33333333333333,15,0,5,6
Tech Institute,3.39,Australia,EST,101,Software Developer Intern,1,5,3,98,Mobile iOS,University,False,15,0,0.55,0,20.2,16,0,5,4
Liberal Arts College,3.75,Brazil,,4,Marketing Intern,5,6,8,63,Automated Script,,True,6,1,0.7,1,0.6666666666666666,0,1,4,2
Online University,3.22,Germany,PST,69,Business Analyst Intern,1,3,4,396,Windows Chrome,LinkedIn,False,14,0,0.5,0,23.0,17,0,3,2
Tech Institute,3.85,UK,UTC,10,Business Analyst Intern,6,9,7,46,Windows Chrome,,True,10,1,0.45,0,1.1111111111111112,1,1,6,6
Liberal Arts College,3.6,India,PST,26,Software Developer Intern,0,5,3,406,Mac Safari,Job Portal,False,15,0,0.55,0,5.2,11,0,0,1
International University,2.63,Brazil,CET,114,Research Assistant,2,2,2,430,Windows Firefox,LinkedIn,False,16,0,0.6,0,57.0,11,0,4,4
State University,3.84,Canada,GMT,63,Data Science Intern,0,5,3,87,Mac Safari,University,False,13,0,0.5,0,12.6,16,0,3,5
State University,3.44,India,CST,83,Business Analyst Intern,0,3,4,83,Mac Safari,Company Website,False,15,0,0.55,0,27.666666666666668,17,0,5,5
Online University,3.18,UK,CET,32,Software Developer Intern,1,2,4,130,Mobile iOS,Job Portal,False,14,0,0.5,0,16.0,9,0,3,2
International University,3.61,India,CET,20,Business Analyst Intern,2,4,4,290,Mobile iOS,University,False,17,0,0.65,0,5.0,13,0,1,2
No University,3.88,Canada,Unknown,7,Software Developer Intern,10,7,5,96,Windows Chrome,Unknown,True,11,0,0.6,0,1.0,2,1,5,6
Tech Institute,2.81,China,PST,67,Software Developer Intern,2,4,4,193,Mobile iOS,LinkedIn,False,13,0,0.45,0,16.75,10,0,2,1
No University,2.7,Unknown,Unknown,4,Data Science Intern,2,7,8,56,Unknown Browser,,True,10,0,0.6,0,0.5714285714285714,1,1,4,4
International University,2.83,Germany,IST,107,Research Assistant,0,3,2,467,Windows Firefox,LinkedIn,False,13,0,0.45,0,35.666666666666664,10,0,4,1
International University,3.68,China,IST,53,Business Analyst Intern,3,2,2,243,Mac Safari,LinkedIn,False,15,0,0.55,0,26.5,17,0,4,2
Community College,3.51,USA,GMT,75,Software Developer Intern,3,4,4,463,Windows Firefox,Job Portal,False,13,0,0.45,0,18.75,10,0,6,5
State University,2.75,India,CET,27,Software Developer Intern,2,2,2,52,Mac Safari,LinkedIn,False,13,0,0.45,0,13.5,9,0,0,5
Tech Institute,3.29,Australia,CST,76,Research Assistant,1,2,3,491,Windows Firefox,Job Portal,False,15,0,0.55,0,38.0,14,0,5,2
International University,3.0,Canada,CST,46,Software Developer Intern,1,3,2,459,Mac Safari,LinkedIn,False,13,0,0.45,0,15.333333333333334,14,0,3,1
International University,3.02,UK,EST,105,Business Analyst Intern,2,4,4,203,Mobile iOS,Company Website,False,17,0,0.65,0,26.25,12,0,3,3
Online University,3.75,,,10,Data Science Intern,6,7,7,46,Windows Chrome,Direct,True,10,1,0.45,0,1.4285714285714286,23,0,5,5
International University,3.9,India,,6,Data Science Intern,7,9,8,26,Automated Script,Direct,True,15,0,0.65,1,0.6666666666666666,11,0,0,3
State University,3.86,USA,UTC,5,Business Analyst Intern,7,8,6,54,Automated Script,,True,6,1,0.7,1,0.625,0,1,6,3
Online University,3.81,China,,5,Data Science Intern,5,9,6,41,Automated Script,,True,6,1,0.7,1,0.5555555555555556,0,1,4,3
Online University,3.48,Brazil,EST,93,Business Analyst Intern,1,5,3,398,Mobile iOS,University,False,13,0,0.45,0,18.6,12,0,2,3
State University,3.26,Canada,GMT,101,Data Science Intern,2,5,4,221,Mac Safari,Company Website,False,16,0,0.6,0,20.2,11,0,6,4
Liberal Arts College,3.47,UK,CST,29,Business Analyst Intern,2,5,3,432,Windows Firefox,University,False,14,0,0.5,0,5.8,9,0,1,5
Community College,3.85,China,Unknown,2,Data Science Intern,7,7,6,87,Automated Script,,True,6,1,0.7,1,0.2857142857142857,0,1,0,2
International University,3.37,India,GMT,115,Software Developer Intern,1,3,2,353,Windows Chrome,LinkedIn,False,13,0,0.45,0,38.333333333333336,10,0,1,2
No University,1.52,Multiple,UTC,2,Software Developer Intern,7,10,7,42,Unknown Browser,Unknown,True,8,0,0.6,0,0.2,14,0,2,5
Community College,3.69,Canada,EST,27,Software Developer Intern,2,5,3,313,Mac Safari,University,False,15,0,0.55,0,5.4,14,0,5,2
Online University,3.76,Australia,IST,69,Research Assistant,1,4,4,475,Mac Safari,LinkedIn,False,16,0,0.6,0,17.25,13,0,2,1
International University,3.73,China,CET,105,Data Science Intern,3,5,4,370,Mac Safari,Job Portal,False,13,0,0.45,0,21.0,15,0,5,4
State University,3.78,Australia,PST,86,Software Developer Intern,0,3,4,362,Windows Firefox,LinkedIn,False,17,0,0.65,0,28.666666666666668,10,0,4,4
International University,3.59,Australia,CET,91,Research Assistant,2,2,4,70,Windows Firefox,LinkedIn,False,13,0,0.45,0,45.5,14,0,6,5
Tech Institute,3.84,UK,GMT,90,Software Developer Intern,2,3,3,485,Windows Firefox,Job Portal,False,17,0,0.65,0,30.0,17,0,1,5
Liberal Arts College,3.15,India,GMT,88,Research Assistant,1,5,3,115,Mobile iOS,Company Website,False,14,0,0.5,0,17.6,15,0,6,4
State University,3.51,UK,EST,66,Business Analyst Intern,0,3,3,196,Mobile iOS,University,False,17,0,0.65,0,22.0,13,0,1,4
International University,3.42,Brazil,CST,82,Data Science Intern,1,3,3,454,Mobile iOS,University,False,14,0,0.5,0,27.33333333333333,10,0,2,4
International University,3.5,Germany,GMT,89,Business Analyst Intern,1,3,3,131,Windows Firefox,Job Portal,False,13,0,0.45,0,29.666666666666668,11,0,5,6
International University,3.6,Brazil,GMT,99,Business Analyst Intern,1,2,4,488,Windows Firefox,Job Portal,False,13,0,0.45,0,49.5,10,0,1,6
International University,3.55,Germany,GMT,80,Research Assistant,2,4,2,338,Mac Safari,University,False,13,0,0.45,0,20.0,17,0,4,6
Liberal Arts College,3.66,Australia,GMT,41,Software Developer Intern,1,5,3,369,Mobile iOS,Company Website,False,14,0,0.5,0,8.2,14,0,4,6
Community College,3.71,Australia,PST,91,Business Analyst Intern,2,5,2,430,Windows Firefox,Job Portal,False,13,0,0.45,0,18.2,17,0,6,4
Liberal Arts College,3.46,Germany,CET,120,Research Assistant,1,5,2,199,Windows Chrome,Job Portal,False,17,0,0.65,0,24.0,16,0,1,2
State University,3.46,UK,CET,75,Marketing Intern,1,5,2,487,Windows Chrome,University,False,17,0,0.65,0,15.0,15,0,5,2
State University,3.35,UK,EST,29,Research Assistant,3,4,4,474,Mobile iOS,University,False,14,0,0.5,0,7.25,16,0,1,1
Online University,3.48,China,IST,28,Business Analyst Intern,2,3,3,264,Mac Safari,Company Website,False,15,0,0.65,0,9.333333333333334,15,0,0,6
Community College,4.19,Germany,PST,89,Data Science Intern,0,4,3,185,Windows Firefox,University,False,16,0,0.6,0,22.25,16,0,0,4
Liberal Arts College,3.91,USA,,1,Data Science Intern,8,8,7,57,Automated Script,Unknown,True,6,1,0.7,1,0.125,0,1,4,3
International University,3.04,Australia,CST,93,Marketing Intern,0,2,3,349,Windows Firefox,University,False,15,0,0.55,0,46.5,9,0,4,5
Tech Institute,3.19,China,CET,68,Software Developer Intern,1,4,2,219,Windows Chrome,LinkedIn,False,13,0,0.5,0,17.0,10,0,5,5
Online University,3.27,India,PST,99,Research Assistant,0,2,2,329,Windows Chrome,Job Portal,False,13,0,0.45,0,49.5,9,0,2,1
Liberal Arts College,3.57,Australia,PST,37,Marketing Intern,1,2,4,497,Mobile iOS,LinkedIn,False,14,0,0.5,0,18.5,12,0,3,5
International University,3.54,India,GMT,33,Business Analyst Intern,0,2,2,462,Windows Chrome,Job Portal,False,14,0,0.5,0,16.5,11,0,2,1
International University,3.84,Germany,,3,Marketing Intern,7,7,8,27,Unknown Browser,Direct,True,12,1,0.55,0,0.4285714285714285,20,0,0,3
Liberal Arts College,3.34,Canada,GMT,22,Software Developer Intern,1,2,2,206,Windows Firefox,University,False,14,0,0.5,0,11.0,14,0,3,5
Tech Institute,3.07,UK,GMT,94,Data Science Intern,2,4,2,84,Mobile iOS,LinkedIn,False,14,0,0.5,0,23.5,11,0,6,5
Community College,3.26,Canada,EST,106,Software Developer Intern,0,3,3,395,Mac Safari,LinkedIn,False,16,0,0.6,0,35.333333333333336,15,0,5,4
International University,3.65,Brazil,IST,43,Marketing Intern,3,5,4,108,Mac Safari,University,False,14,0,0.5,0,8.6,10,0,5,1
International University,2.74,USA,CET,65,Research Assistant,3,4,2,57,Mac Safari,University,False,14,0,0.5,0,16.25,9,0,2,4
International University,3.68,India,CST,98,Software Developer Intern,2,3,4,278,Windows Firefox,LinkedIn,False,13,0,0.45,0,32.666666666666664,11,0,1,3
Online University,3.15,Canada,EST,33,Data Science Intern,0,2,3,354,Windows Chrome,Job Portal,False,12,0,0.45,0,16.5,13,0,4,3
Liberal Arts College,3.18,Germany,GMT,44,Research Assistant,3,2,4,471,Windows Firefox,University,False,13,0,0.5,0,22.0,17,0,1,2
Online University,3.19,Canada,GMT,106,Software Developer Intern,2,3,3,327,Windows Firefox,University,False,14,0,0.5,0,35.333333333333336,16,0,0,6
Online University,3.2,Germany,IST,109,Marketing Intern,2,2,4,141,Windows Firefox,Company Website,False,15,0,0.55,0,54.5,9,0,4,5
International University,3.05,Germany,EST,94,Business Analyst Intern,0,3,3,366,Windows Firefox,University,False,15,0,0.55,0,31.33333333333333,12,0,0,1
Liberal Arts College,3.71,Canada,IST,95,Software Developer Intern,3,4,2,227,Mac Safari,University,False,13,0,0.45,0,23.75,15,0,0,5
International University,3.04,China,CST,34,Research Assistant,1,2,3,117,Mac Safari,Job Portal,False,14,0,0.5,0,17.0,16,0,0,5
Tech Institute,3.3,USA,EST,106,Business Analyst Intern,1,2,2,192,Mac Safari,LinkedIn,False,15,0,0.55,0,53.0,13,0,2,4
Tech Institute,3.68,China,IST,81,Software Developer Intern,1,3,2,395,Windows Chrome,Job Portal,False,14,0,0.55,0,27.0,14,0,1,1
Community College,3.87,USA,,9,Software Developer Intern,8,9,7,44,Unknown Browser,Unknown,True,10,1,0.45,0,1.0,10,0,1,5
Community College,3.75,India,GMT,90,Marketing Intern,1,2,4,322,Mac Safari,University,False,14,0,0.5,0,45.0,16,0,0,3
Online University,4.05,China,CET,42,Business Analyst Intern,0,5,2,375,Mobile iOS,University,False,15,0,0.55,0,8.4,10,0,5,3
Online University,3.6,Australia,PST,23,Research Assistant,2,2,3,106,Windows Firefox,LinkedIn,False,13,0,0.45,0,11.5,10,0,5,2
Tech Institute,3.84,UK,GMT,115,Data Science Intern,1,4,3,98,Windows Chrome,Company Website,False,16,0,0.6,0,28.75,11,0,4,4
Tech Institute,3.92,Brazil,Unknown,4,Research Assistant,6,10,8,88,Windows Chrome,Direct,True,12,1,0.55,0,0.4,11,0,6,3
Tech Institute,3.32,Germany,EST,116,Business Analyst Intern,3,3,2,172,Mobile iOS,Company Website,False,14,0,0.5,0,38.66666666666666,11,0,3,5
International University,3.47,USA,CET,48,Data Science Intern,4,3,3,305,Windows Firefox,University,False,13,0,0.45,0,16.0,14,0,2,1
Tech Institute,2.99,USA,IST,23,Research Assistant,2,4,3,242,Windows Chrome,University,False,14,0,0.5,0,5.75,11,0,6,3
International University,3.79,USA,,5,Marketing Intern,5,10,5,15,Unknown Browser,Direct,True,14,1,0.65,0,0.5,2,1,0,2
International University,3.39,UK,CET,110,Marketing Intern,1,4,3,316,Mobile iOS,LinkedIn,False,14,0,0.5,0,27.5,15,0,1,6
Community College,3.39,Canada,CST,102,Marketing Intern,1,5,4,378,Windows Chrome,LinkedIn,False,14,0,0.5,0,20.4,12,0,5,6
Tech Institute,3.43,USA,PST,61,Business Analyst Intern,2,5,3,159,Windows Chrome,Company Website,False,15,0,0.6,0,12.2,15,0,6,2
Tech Institute,3.44,Australia,EST,101,Software Developer Intern,2,3,2,462,Windows Firefox,Job Portal,False,17,0,0.65,0,33.666666666666664,13,0,2,3
Tech Institute,3.84,Multiple,,7,Data Science Intern,8,9,6,53,Windows Chrome,Direct,True,11,1,0.5,0,0.7777777777777778,11,0,1,1
Liberal Arts College,3.87,UK,PST,47,Data Science Intern,2,3,4,118,Mac Safari,LinkedIn,False,14,0,0.5,0,15.666666666666666,16,0,1,6
State University,3.58,Germany,CST,47,Marketing Intern,2,5,2,378,Mobile iOS,LinkedIn,False,16,0,0.6,0,9.4,13,0,1,4
International University,3.99,Germany,CET,119,Research Assistant,0,3,3,115,Mobile iOS,Company Website,False,14,0,0.5,0,39.66666666666666,17,0,4,2
Community College,3.78,UK,EST,89,Software Developer Intern,0,5,3,101,Mac Safari,LinkedIn,False,13,0,0.45,0,17.8,13,0,2,5
Online University,3.0,Australia,PST,30,Software Developer Intern,0,5,4,266,Windows Chrome,Company Website,False,16,0,0.6,0,6.0,16,0,3,4
State University,3.44,India,GMT,49,Marketing Intern,0,2,2,217,Windows Firefox,Job Portal,False,13,0,0.45,0,24.5,12,0,2,3
State University,3.33,Brazil,PST,98,Data Science Intern,1,3,4,207,Mac Safari,Job Portal,False,12,0,0.45,0,32.666666666666664,16,0,5,3
State University,3.52,Germany,IST,93,Research Assistant,1,2,4,328,Mac Safari,University,False,16,0,0.6,0,46.5,11,0,0,6
International University,3.6,Canada,PST,62,Data Science Intern,1,5,3,478,Windows Firefox,University,False,14,0,0.5,0,12.4,9,0,6,6
Online University,3.4,UK,CST,119,Marketing Intern,0,2,4,272,Mobile iOS,LinkedIn,False,14,0,0.5,0,59.5,14,0,0,5
International University,3.62,Brazil,EST,52,Business Analyst Intern,2,5,2,186,Mobile iOS,Job Portal,False,13,0,0.45,0,10.4,12,0,3,1
Tech Institute,3.27,UK,PST,21,Data Science Intern,2,4,3,287,Mac Safari,University,False,16,0,0.6,0,5.25,11,0,2,4
International University,3.92,India,IST,41,Research Assistant,1,4,4,260,Mobile iOS,University,False,14,0,0.5,0,10.25,15,0,6,2
Tech Institute,3.34,India,GMT,56,Research Assistant,1,5,4,248,Windows Chrome,Company Website,False,16,0,0.6,0,11.2,13,0,5,3
Community College,3.76,Germany,Unknown,1,Research Assistant,7,7,6,12,Automated Script,,True,6,1,0.7,1,0.1428571428571428,0,1,6,3
Tech Institute,3.64,Brazil,GMT,67,Research Assistant,0,3,2,210,Mac Safari,Job Portal,False,16,0,0.65,0,22.33333333333333,12,0,1,6
Online University,3.4,India,PST,88,Marketing Intern,0,3,3,233,Mobile iOS,LinkedIn,False,13,0,0.5,0,29.33333333333333,10,0,5,3
Community College,3.71,Canada,CST,30,Marketing Intern,2,5,4,443,Mac Safari,LinkedIn,False,14,0,0.5,0,6.0,11,0,3,3
State University,3.43,Canada,PST,57,Business Analyst Intern,1,3,2,222,Windows Chrome,LinkedIn,False,15,0,0.55,0,19.0,11,0,2,6
Tech Institute,3.21,UK,EST,40,Research Assistant,2,5,3,272,Windows Firefox,LinkedIn,False,15,0,0.55,0,8.0,15,0,1,5
International University,3.13,China,CET,72,Marketing Intern,0,5,2,323,Windows Firefox,Company Website,False,16,0,0.6,0,14.4,9,0,0,4
Community College,3.18,UK,GMT,90,Business Analyst Intern,0,2,4,143,Windows Firefox,LinkedIn,False,13,0,0.45,0,45.0,10,0,0,1
State University,3.51,China,CET,57,Software Developer Intern,0,5,2,193,Mac Safari,Company Website,False,14,0,0.5,0,11.4,15,0,4,4
State University,3.79,India,EST,81,Business Analyst Intern,0,2,4,126,Windows Chrome,Company Website,False,13,0,0.45,0,40.5,12,0,1,6
International University,3.46,UK,EST,119,Research Assistant,1,2,3,442,Mac Safari,LinkedIn,False,14,0,0.5,0,59.5,9,0,0,1
State University,3.19,Germany,PST,117,Research Assistant,3,5,4,321,Windows Firefox,Job Portal,False,13,0,0.45,0,23.4,15,0,1,4
State University,3.0,Australia,CET,75,Data Science Intern,2,2,2,458,Windows Chrome,Company Website,False,13,0,0.45,0,37.5,9,0,3,6
Tech Institute,3.71,Australia,CET,116,Data Science Intern,1,2,2,114,Mobile iOS,Company Website,False,14,0,0.5,0,58.0,14,0,4,2
Online Degree Mill,2.08,Australia,UTC,4,Marketing Intern,10,8,5,67,Unknown Browser,,True,10,0,0.55,0,0.5,8,0,0,6
State University,3.94,China,,5,Research Assistant,8,10,6,30,Automated Script,Unknown,True,6,1,0.7,1,0.5,0,1,5,3
State University,3.65,UK,EST,43,Business Analyst Intern,1,2,4,454,Mac Safari,Company Website,False,14,0,0.5,0,21.5,12,0,0,4
No University,1.0,Unknown,Unknown,10,Business Analyst Intern,3,8,8,34,Unknown Browser,,True,10,0,0.55,0,1.25,4,1,4,4
State University,3.46,Germany,EST,93,Marketing Intern,2,5,4,441,Mac Safari,Job Portal,False,14,0,0.5,0,18.6,13,0,3,6
Online University,3.27,India,IST,21,Research Assistant,1,4,4,195,Mac Safari,University,False,16,0,0.6,0,5.25,17,0,4,2
International University,3.06,UK,PST,57,Marketing Intern,2,5,2,116,Mac Safari,LinkedIn,False,14,0,0.5,0,11.4,15,0,1,4
State University,3.13,China,PST,31,Data Science Intern,0,5,2,311,Windows Firefox,Job Portal,False,15,0,0.55,0,6.2,15,0,3,4
Liberal Arts College,3.93,Australia,,4,Data Science Intern,8,9,5,33,Automated Script,Direct,True,6,1,0.7,1,0.4444444444444444,0,1,5,2
Liberal Arts College,3.26,India,IST,75,Marketing Intern,2,4,2,486,Mobile iOS,LinkedIn,False,13,0,0.5,0,18.75,14,0,6,6
State University,3.14,Australia,IST,23,Marketing Intern,2,5,2,301,Windows Chrome,LinkedIn,False,15,0,0.55,0,4.6,12,0,6,4
International University,3.67,China,GMT,42,Business Analyst Intern,0,5,3,455,Windows Chrome,University,False,15,0,0.55,0,8.4,11,0,0,1
State University,2.94,Australia,PST,89,Business Analyst Intern,1,5,4,163,Mobile iOS,LinkedIn,False,16,0,0.6,0,17.8,13,0,3,1
Community College,3.57,Germany,GMT,120,Research Assistant,1,3,4,412,Windows Firefox,Company Website,False,15,0,0.55,0,40.0,13,0,0,2
Liberal Arts College,3.36,UK,PST,76,Research Assistant,1,5,2,449,Windows Firefox,Job Portal,False,17,0,0.65,0,15.2,17,0,4,6
Community College,3.22,Germany,CST,50,Marketing Intern,3,2,2,284,Windows Firefox,University,False,15,0,0.55,0,25.0,14,0,3,2
